id,kingdom,phylum,class,order,family,genus,species,counts,effective_length,sample
LMYF01009394.5533.7058,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,Hypsibius dujardini,7,1,T0RW
LN570629.1.1379,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured bacterium,,1,1,T0RW
LN794224.1.1413,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,Aquincola sp. TTM-94,8,1,T0RW
LT595754.1.1501,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,uncultured bacterium,4,1,T0RW
MF045146.1.1452,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,Bosea vestrisii,4,1,T0RW
MKVH01000023.306.1794,Bacteria,Bacteroidetes,Ignavibacteria,OPB56,Candidatus Kapabacteria sp. 59-99,,,8,1,T0RW
X79738.1.1388,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum lipoferum,3,1,T0RW
AATO01000250.4290.5782,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,metagenome,114,1,T1B1
AB003169.1.1437,Bacteria,Cyanobacteria,Oxyphotobacteria,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya PCC-6306,Phormidium sp. IAM M-99,15,1,T1B1
AB074509.1.1452,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Tychonema CCAP 1459-11B,Oscillatoria nigro-viridis PCC 7112,1,1,T1B1
AB114619.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pseudacidovorax,uncultured Comamonadaceae bacterium,5,1,T1B1
AB271047.1.1464,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga sp. Gsoil 1545,15,1,T1B1
AB286030.1.1463,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium lacus,10,1,T1B1
AB299582.1.1420,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingomonas sp. M30-VN10-1W,2,1,T1B1
AB529679.1.1438,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,Armatimonas rosea,7,1,T1B1
AB552903.1.1489,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,uncultured bacterium,16,1,T1B1
AB630464.1.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,uncultured bacterium,14,1,T1B1
AB682173.1.1391,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,Gemmobacter aquaticus,1,1,T1B1
AF176594.1.1514,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Methylibium,Methylibium petroleiphilum PM1,6,1,T1B1
AF284803.1.1430,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Tychonema CCAP 1459-11B,Microcoleus vaginatus,11,1,T1B1
AF311970.1.1494,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia cepacia,2,1,T1B1
AF371838.1.1445,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium,3,1,T1B1
AF465838.1.1413,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,Porphyrobacter neustonensis,12,1,T1B1
AF525829.1.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,uncultured soil bacterium,2,1,T1B1
AJ227793.1.1418,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. FWC04,2,1,T1B1
AJ231172.1.1474,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,planctomycete str. 567,37,1,T1B1
AJ438155.1.1470,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,Cetobacterium somerae,61,1,T1B1
AJ575688.1.1457,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,uncultured beta proteobacterium,1,1,T1B1
AJ717358.1.1510,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium oxydans,1,1,T1B1
AJ784892.1.1509,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter hydrossis,10,1,T1B1
AJ879778.1.1484,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,Polynucleobacter asymbioticus,7,1,T1B1
AJ879783.1.1485,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,Polynucleobacter asymbioticus QLW-P1DMWA-1,14,1,T1B1
AM409363.1.1449,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,Kaistia geumhonensis,2,1,T1B1
AM691116.1.1457,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,Roseomonas lacus,11,1,T1B1
AM696778.1.1485,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herbaspirillum,uncultured bacterium,1,1,T1B1
AM696981.1.1484,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,uncultured bacterium,12,1,T1B1
AM950239.1.1451,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,uncultured bacterium,5,1,T1B1
ANOY02001500.182.1650,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pseudacidovorax,Pseudacidovorax intermedius NH-1,10,1,T1B1
ANZC01004531.2857.4329,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Auxenochlorella pyrenoidosa,,,2,1,T1B1
APMI01056016.337.1834,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Runella,wastewater metagenome,7,1,T1B1
ARWC01000001.2032960.2034478,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilus,Methylotenera sp. 1P/1,2,1,T1B1
AUEX01000061.22.1530,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Diaphorobacter,Acidovorax sp. JHL-9,10,1,T1B1
AVNB01000002.10196.11683,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium,Paraclostridium bifermentans ATCC 19299,1,1,T1B1
AY212611.1.1431,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium,17,1,T1B1
AY212682.1.1506,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium,8,1,T1B1
AY212718.1.1517,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,uncultured bacterium,20,1,T1B1
AY328639.1.1481,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Blastomonas,uncultured bacterium,42,1,T1B1
AY345496.1.1496,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured bacterium,1,1,T1B1
AY429712.1.1440,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,beta proteobacterium HTCC333,27,1,T1B1
AY622237.1.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured beta proteobacterium,137,1,T1B1
AYTC01012074.105917.107405,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Monoraphidium neglectum,,,2,1,T1B1
BAYC01000104.84.1594,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Paraburkholderia fungorum NBRC 102489,8,1,T1B1
BCTJ01000079.375.1883,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,Hydrogenophaga palleronii NBRC 102513,14,1,T1B1
CP003614.4288160.4289647,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Tychonema CCAP 1459-11B,Oscillatoria nigro-viridis PCC 7112,10,1,T1B1
CP003614.566533.568020,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Tychonema CCAP 1459-11B,Oscillatoria nigro-viridis PCC 7112,4,1,T1B1
CP013692.5147025.5148555,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Paucibacter,Paucibacter sp. KCTC 42545,1,1,T1B1
CP016033.465653.467143,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,Porphyrobacter neustonensis,5,1,T1B1
CP019236.1086468.1088010,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,Rhodoferax sp. DCY110,1,1,T1B1
DM169024.2.1458,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,unidentified,16,1,T1B1
DQ088807.1.1486,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,uncultured bacterium,1,1,T1B1
DQ129259.1.1486,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,uncultured,uncultured bacterium,47,1,T1B1
DQ129391.1.1466,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Sarcina,uncultured bacterium,1,1,T1B1
DQ158116.1.1503,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,6,1,T1B1
DQ234242.1.1536,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,uncultured beta proteobacterium,14,1,T1B1
DQ248252.1.1443,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,uncultured soil bacterium,1,1,T1B1
DQ264451.1.1498,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,1,1,T1B1
DQ264587.1.1502,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,1,1,T1B1
DQ378254.1.1458,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Phormidiaceae,Tychonema CCAP 1459-11B,uncultured soil bacterium,1,1,T1B1
DQ396875.157231.158741,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Tetradesmus obliquus,,,9013,1,T1B1
DQ396875.75151.76661,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Tetradesmus obliquus,,,9820,1,T1B1
DQ404894.1.1528,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhizobacter,uncultured bacterium,9,1,T1B1
DQ450167.1.1491,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,uncultured proteobacterium,7,1,T1B1
DQ458046.1.1365,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium,5,1,T1B1
DQ813856.1.1468,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured bacterium,,4,1,T1B1
DQ815048.1.1410,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,uncultured bacterium,1,1,T1B1
DQ906066.1.1445,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,uncultured bacterium,1,1,T1B1
EF092228.1.1425,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,uncultured Clostridium sp.,2,1,T1B1
EF190146.1.1480,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured bacterium,1,1,T1B1
EF192897.1.1530,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga,uncultured bacterium,3,1,T1B1
EF540500.1.1444,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. 4_C16_10,1,1,T1B1
EF573970.1.1453,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,uncultured bacterium,2,1,T1B1
EF682967.1.1488,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured proteobacterium,21,1,T1B1
EU104028.1.1455,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,uncultured,uncultured bacterium,1,1,T1B1
EU104261.1.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,8,1,T1B1
EU137625.1.1491,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,1,1,T1B1
EU180520.1.1451,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,alpha proteobacterium BAC233,127,1,T1B1
EU250252.1.1366,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium,3,1,T1B1
EU376235.1.1483,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,uncultured bacterium,2,1,T1B1
EU449560.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured Rhodanobacter sp.,2,1,T1B1
EU639061.1.1361,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured Acidovorax sp.,2,1,T1B1
EU665086.1.1432,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,uncultured Janthinobacterium sp.,2,1,T1B1
EU800974.1.1502,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium,2,1,T1B1
EU801339.1.1474,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,uncultured bacterium,3,1,T1B1
EU801362.1.1497,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,uncultured bacterium,4,1,T1B1
EU864465.1.1453,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,uncultured bacterium,5,1,T1B1
FJ177530.1.1470,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Ferruginibacter alkalilentus,4,1,T1B1
FJ177531.1.1461,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,Sphingobacteriales bacterium HU1-IH3,1,1,T1B1
FJ191351.1.1432,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured Acidovorax sp.,1,1,T1B1
FJ517693.1.1497,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,uncultured Burkholderiales bacterium,1,1,T1B1
FJ517722.1.1484,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured Bacteroidetes bacterium,,17,1,T1B1
FJ517735.1.1490,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured Burkholderiales bacterium,1,1,T1B1
FJ542878.1.1508,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured gamma proteobacterium,,1,1,T1B1
FJ542921.1.1450,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,uncultured Bosea sp.,2,1,T1B1
FJ660572.1.1492,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ramlibacter,uncultured bacterium,1,1,T1B1
FM872830.1.1439,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,uncultured bacterium,8,1,T1B1
FM873182.1.1439,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,uncultured bacterium,2,1,T1B1
FN386734.1.1402,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Sphingopyxis sp. Sco-B12,5,1,T1B1
FNXT01000592.130534.132023,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Tetradesmus obliquus,,,4205,1,T1B1
FNYZ01000049.3941.5431,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. AP50,2,1,T1B1
FPLK01000476.11.1479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,uncultured,metagenome,23,1,T1B1
FPLK01002151.11.1480,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,metagenome,3,1,T1B1
FPLK01002779.11.1521,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,metagenome,1,1,T1B1
FPLL01000709.10.1474,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,metagenome,1,1,T1B1
FPLL01002999.13.1481,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,metagenome,5,1,T1B1
FPLM01001083.11.1474,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,metagenome,1,1,T1B1
FPLM01002383.29.1506,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,metagenome,14,1,T1B1
FPLM01003032.17.1530,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,metagenome,,,4,1,T1B1
FPLS01005278.33.1524,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,metagenome,4,1,T1B1
FPLS01008452.18.1521,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12 marine group,metagenome,,2,1,T1B1
FPLS01012670.16.1484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,metagenome,,5,1,T1B1
FPLS01013372.16.1481,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,metagenome,2,1,T1B1
FPLS01024119.10.1471,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,metagenome,11,1,T1B1
FPLS01028132.19.1492,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,metagenome,1,1,T1B1
FPLS01034290.10.1486,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,metagenome,6,1,T1B1
FPLS01035572.19.1525,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,uncultured,metagenome,4,1,T1B1
FPLS01035833.15.1481,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,metagenome,5,1,T1B1
FPLS01059508.10.1516,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,metagenome,25,1,T1B1
FQ659465.1.1353,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9 marine group,uncultured soil bacterium,,4,1,T1B1
FR749769.1.1479,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,uncultured Bacteroidetes bacterium,3,1,T1B1
GQ008140.1.1352,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,uncultured bacterium,4,1,T1B1
GQ022810.1.1337,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Runella,uncultured bacterium,1,1,T1B1
GQ264150.1.1428,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,uncultured bacterium,1,1,T1B1
GQ396839.1.1496,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Leptothrix,uncultured bacterium,4,1,T1B1
GQ406152.1.1502,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Leptothrix,uncultured beta proteobacterium,7,1,T1B1
GQ441255.1.1446,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,,,14,1,T1B1
GQ464375.1.1491,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured Acidovorax sp.,6,1,T1B1
GQ480114.1.1491,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavihumibacter,uncultured bacterium,2,1,T1B1
GQ889474.1.1380,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,Isosphaera sp. SD2-3,3,1,T1B1
GQ897503.1.1474,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium,1,1,T1B1
GQ897516.1.1462,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,uncultured bacterium,1,1,T1B1
GU295966.1.1400,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. ARSA-45,11,1,T1B1
GU321346.1.1366,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Sphingomonas sp. NMC01,2,1,T1B1
HE576359.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,uncultured bacterium,12,1,T1B1
HE819399.1.1415,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. Thu-34,2,1,T1B1
HG800053.1.1437,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Noviherbaspirillum,bacterium BII-R5,28,1,T1B1
HK556894.10.1527,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ralstonia,unidentified,3,1,T1B1
HM108644.1.1498,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,uncultured beta proteobacterium,1,1,T1B1
HM128042.1.1406,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,,,3,1,T1B1
HM141870.1.1495,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ramlibacter,uncultured bacterium,1,1,T1B1
HM186790.1.1320,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,uncultured bacterium,5,1,T1B1
HM630161.1.1447,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Epulopiscium,uncultured bacterium,1,1,T1B1
HM778217.1.1437,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,uncultured bacterium,1,1,T1B1
HM778405.1.1460,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,uncultured bacterium,13,1,T1B1
HQ015448.1.1453,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,uncultured bacterium,4,1,T1B1
HQ111151.1.1483,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Paucibacter,uncultured Pelomonas sp.,12,1,T1B1
HQ114094.1.1404,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,,,13,1,T1B1
HQ120230.1.1504,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,2,1,T1B1
HQ120472.1.1501,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,uncultured bacterium,1,1,T1B1
